Legacy_Customer_ID,Age,Employment_Type,Education_Level,Annual_Income($),Credit_Score,Region,Account_Type,Customer_Feedback,CLV_Score,Complaint_Count,Contact_Preference,Subscription_Tier,Target
ID_0068,28,Unemployed,High School,94979.23,764.0703764,Northeast,Checking,Technical support was ignoring,42.4,2,Email,Premium,0
ID_0069,50,,Master,7193.68,,West Coast,Joint,Billing challenges caused frustration,9.9,0,Email,Premium,1
ID_0070,28,Salaried,Associate,257210,674.186295,Southwest,Joint,Return process was overly complex,28.8,1,Email,Enterprise,1
ID_0071,35,Self-Employed,PhD,154971.96,787.7721401,Northeast,Joint,Loyalty program perks are useful,26.5,1,Email,Basic,0
ID_0072,28,Freelancer,Bachelor,138993.61,778.5099355,Northeast,Savings,Highly recommend this service without hesitation,27.7,0,Phone,Premium,0
ID_0073,50,Self-Employed,,147178.69,726.7148249,Southwest,Checking,Billing problems caused frustration requiring immediate attention,29,0,Email,Premium,1
ID_0074,61,Freelancer,Master,229393.85,723.9798931,West Coast,Savings,Delivery was deferred by 3 days,13.8,1,App,Basic,1
ID_0075,28,Salaried,High School,66794.66,747.7028886,West Coast,Checking,Website user experience needs improvement,23.5,0,Email,Basic,1
ID_0076,28,Unemployed,High School,18997.17,676.9148465,West Coast,Checking,Delivery was late by 3 days affecting my schedule,18.9,0,Email,Basic,1
ID_0077,42,Self-Employed,,81528.21,721.501574,Northeast,Checking,Highly recommend this service without hesitation,26.8,2,Phone,Premium,0
ID_0078,61,Unemployed,Associate,115448.55,612.3808228,Northeast,Savings,Product caliber outstripped anticipations,22,1,Email,Basic,0
ID_0079,35,Self-Employed,Bachelor,113823.12,763.8227823,West Coast,Checking,Loyalty program perks are beneficial,43.8,0,Text,Premium,0
ID_0080,50,Salaried,High School,62644.37,641.9253389,Midwest,Savings,Product caliber outstripped anticipations,22.9,0,Phone,Basic,1
ID_0081,35,Salaried,Associate,6027.76,795.1709914,,Joint,Website user experience needs improvement,19.1,1,Email,Basic,1
ID_0082,61,Salaried,PhD,39423.31,703.4939953,Southwest,Checking,Technical support was ignoring,27,1,Phone,Premium,0
ID_0083,28,Self-Employed,High School,215505.38,709.4166509,Northeast,Checking,Delivery was late by 3 days affecting my schedule,11.4,4,Email,Basic,0
ID_0084,28,Freelancer,Associate,74642.73,688.6133047,Southwest,Joint,Website design needs improvement,26.1,1,App,Basic,0
ID_0085,61,Self-Employed,Associate,65697.28,705.5980563,Southwest,Joint,Highly recommend this service without hesitation,1.8,0,Text,Basic,0
ID_0086,28,Freelancer,Bachelor,26617.02,790.9265673,Northeast,Checking,Product value beat anticipations,35.1,1,Phone,Premium,1
ID_0087,28,Self-Employed,Bachelor,39064,595.6095672,Midwest,,Return process was difficult,35.5,0,Email,Enterprise,1
ID_0088,28,Self-Employed,PhD,191853.2,783.8482693,West Coast,Savings,Loyalty program perks are profitable,21.4,1,Email,Enterprise,1
ID_0089,50,Salaried,Associate,93330.14,736.9011741,,Savings,Product standard transcended forecasts,2.4,1,Email,Premium,0
ID_0090,50,Unemployed,Associate,131603.95,659.6489176,Northeast,Checking,Delivery was deferred by 3 days,20,3,Email,Basic,0
ID_0091,42,Unemployed,Bachelor,51490.38,666.2343803,Southwest,Savings,Loyalty program rewards are beneficial,49.8,2,Email,Basic,1
ID_0092,35,Freelancer,High School,84568.26,803.8196514,West Coast,Savings,Product grade transcended forecasts,10,1,App,Basic,1
ID_0093,61,Unemployed,High School,24269.98,672.724656,Midwest,Checking,Billing setbacks caused frustration,0.3,1,Email,Basic,0
ID_0094,61,Self-Employed,Master,103899.18,662.3324745,Midwest,Joint,Loyalty program incentives are advantageous,36.8,0,Phone,Basic,1
ID_0095,61,Self-Employed,Bachelor,47423.16,776.8657271,Midwest,Checking,Highly recommend this service without hesitation,68,2,Phone,Basic,0
ID_0096,42,Salaried,Master,49671.83,736.9276438,Northeast,Savings,Product grade outdid anticipations,21.3,0,Text,Premium,0
ID_0097,50,Salaried,Bachelor,89070.46,673.1037212,Northeast,Checking,Technical support was delayed causing inconvenience,27.8,2,Email,Basic,0
ID_0098,42,Unemployed,PhD,234027.66,730.8312488,Midwest,Checking,Loyalty program perks are profitable,25.8,2,Email,Premium,0
ID_0099,61,Freelancer,Associate,5622.46,668.7123658,West Coast,Savings,Return process was overly complex,15.2,1,Phone,Enterprise,0
ID_0100,35,Unemployed,PhD,148027.77,775.0410699,West Coast,Savings,Billing setbacks caused frustration,35.1,0,Text,Premium,0
ID_0101,28,Unemployed,Bachelor,29397.46,773.0685482,Northeast,Checking,Loyalty program incentives are advantageous,11.5,0,App,Premium,1
ID_0102,50,Unemployed,Associate,49881.58,746.6003099,Midwest,Savings,Loyalty program privileges are profitable,20.9,0,Phone,Premium,0
ID_0103,50,Unemployed,High School,1883.34,738.0830531,West Coast,Savings,Return process was difficult,16.7,0,Email,Basic,0
ID_0104,42,Self-Employed,High School,30444.49,808.0594062,,Savings,Product grade beat projections,61,0,Phone,Basic,1
ID_0105,50,Freelancer,Master,59366,719.9843164,West Coast,Savings,Loyalty program incentives are advantageous,14.4,1,Email,Basic,0
ID_0106,61,Self-Employed,Bachelor,4914.33,660.9062937,Northeast,Savings,Product grade transcended anticipations,29.6,0,Phone,Basic,0
ID_0107,61,Freelancer,Bachelor,57417.11,742.4736956,Midwest,Savings,Product grade outdid anticipations,55.4,0,Phone,Premium,1
ID_0108,42,Salaried,High School,222599.06,824.3023525,Southwest,Joint,Billing challenges caused frustration,15.7,1,Phone,Enterprise,0
ID_0109,61,Unemployed,PhD,9466.54,669.2620253,Midwest,Checking,Delivery was pushed back by 3 days,55.3,0,App,Enterprise,0
ID_0110,35,Self-Employed,Associate,122892.38,701.9268617,Midwest,Savings,Delivery was held up by 3 days,,0,Phone,Basic,0
ID_0111,42,Freelancer,PhD,44801.41,740.8223019,Northeast,Checking,Technical support was unavailable,21.3,3,Email,Enterprise,0
ID_0112,35,Salaried,PhD,90500.73,717.3047575,West Coast,Joint,Return process was confusing,7.6,1,Email,Basic,1
ID_0113,28,Salaried,High School,25621.11,670.884821,West Coast,Savings,Website navigation needs improvement,17,0,Text,Premium,1
ID_0114,35,Unemployed,High School,14768.68,776.0928928,Northeast,Checking,Loyalty program perks are beneficial,16.2,0,Email,Basic,1
ID_0115,28,Freelancer,High School,14866.86,836.0020361,Northeast,Savings,Return process was problematic,25.9,0,Email,Basic,1
ID_0116,28,Self-Employed,Master,6213.48,729.806573,Northeast,Savings,Return process was difficult,12.7,1,Email,Basic,1
ID_0117,35,Unemployed,PhD,17455.68,674.7965855,Northeast,Savings,Billing problems caused frustration requiring immediate attention,27.9,0,Phone,Premium,0
ID_0118,42,Self-Employed,Bachelor,92760.27,642.5519737,Northeast,Savings,Return process was confusing,29.5,0,Email,Basic,1
ID_0119,61,Salaried,Associate,181428.43,732.8987991,Southwest,Savings,Website layout needs improvement,41.9,1,App,Basic,0
ID_0120,61,Self-Employed,Master,143028.19,775.1938672,Midwest,Savings,Product grade transcended forecasts,21.5,1,App,Enterprise,1
ID_0121,28,Self-Employed,Bachelor,98226.77,743.7583873,Midwest,Savings,Technical support was ignoring,26.8,1,App,Enterprise,1
ID_0122,28,Unemployed,PhD,9946.63,719.879808,Midwest,Joint,Website layout needs improvement,11.7,0,Email,Basic,0
ID_0123,42,Self-Employed,High School,29014.45,690.5364174,West Coast,Joint,Product grade surpassed anticipations,44.1,3,App,Premium,0
ID_0124,50,Unemployed,PhD,31516.63,665.3918184,,Savings,Website design needs improvement,43.3,0,App,Basic,0
ID_0125,35,Salaried,Associate,24448.1,761.7375663,Midwest,Savings,Return process was problematic,8,0,App,Basic,0
ID_0126,28,Unemployed,Master,61507.53,765.6885811,West Coast,Joint,Highly recommend this service without hesitation,65.7,3,Phone,Basic,1
ID_0127,61,Unemployed,Master,65187.31,642.7135107,Southwest,Joint,Delivery was postponed by 3 days,10.6,0,Phone,Basic,1
ID_0128,42,Freelancer,Associate,37521.83,799.4919489,Southwest,Joint,Loyalty program privileges are profitable,45.6,0,Email,Basic,0
ID_0129,35,Self-Employed,Bachelor,37113.5,748.703561,West Coast,Savings,Return process was difficult,32.6,0,Text,Basic,0
ID_0130,42,Salaried,Bachelor,149897.18,789.9797323,Southwest,Checking,Product grade transcended forecasts,33.1,1,Email,Basic,0
ID_0131,35,Unemployed,Master,132369.31,652.8936126,West Coast,Checking,Billing problems caused frustration requiring immediate attention,22,2,Email,Premium,0
ID_0132,35,Salaried,Master,31269.32,651.7087922,Midwest,Checking,Website user experience needs improvement,46.8,0,App,Premium,0
ID_0133,28,Freelancer,High School,208330.84,712.5515345,West Coast,Checking,Product grade beat projections,16.4,0,Email,Basic,0
ID_0134,42,Self-Employed,Bachelor,259562.77,745.1392213,Southwest,Savings,Billing setbacks caused frustration,15.9,1,Email,Basic,1
ID_0135,42,Unemployed,Associate,33628.33,809.8180411,Midwest,Checking,Delivery was pushed back by 3 days,13.4,0,App,Premium,0
ID_0136,61,Self-Employed,,37197.17,755.3039457,Midwest,Joint,Return process was problematic,31.3,2,App,Premium,0
ID_0137,61,Freelancer,High School,59880.75,707.8659362,Northeast,Joint,Return process was confusing,54.6,2,Email,Premium,1
ID_0138,28,Freelancer,Master,240742.75,668.6815396,Northeast,Checking,Delivery was postponed by 3 days,26.7,0,Text,Basic,0
ID_0139,28,Salaried,Master,177654.51,781.5000286,Southwest,Joint,Website navigation needs improvement,59.1,0,Email,Basic,1
ID_0140,50,Unemployed,High School,9198.52,671.7647287,West Coast,Savings,Highly recommend this service to colleagues,17.3,1,Email,Premium,1
ID_0141,61,Salaried,Associate,42396.56,801.4234277,West Coast,Checking,Website navigation needs improvement,26.6,3,Email,Basic,0
ID_0142,35,Freelancer,Master,68512.33,705.7807675,Southwest,Checking,Highly recommend this service to colleagues,4.6,0,Email,Enterprise,0
ID_0143,42,Self-Employed,PhD,59451.71,799.5291036,Midwest,Savings,Product grade beat projections,27.5,0,Email,Premium,0
ID_0144,28,Salaried,Master,18317.64,753.9465645,Southwest,Joint,Loyalty program perks are beneficial,48.9,1,Email,Basic,0
ID_0145,42,Salaried,PhD,166404.22,713.1502255,Southwest,Savings,Loyalty program perks are profitable,17.5,0,App,Basic,0
ID_0146,42,Self-Employed,,96043.17,694.0301814,Midwest,Savings,Loyalty program privileges are advantageous,32.4,0,Phone,Premium,1
ID_0147,50,Salaried,High School,154665.45,,West Coast,Joint,Loyalty program perks are useful,2.6,0,Text,Basic,0
ID_0148,61,Self-Employed,Master,166372.63,741.4158346,Southwest,Savings,Product grade transcended anticipations,44.5,0,Phone,Basic,0
ID_0149,28,Unemployed,Bachelor,117277.84,723.8578248,West Coast,Joint,Product grade transcended forecasts,47.8,0,Email,Premium,0
ID_0150,42,Self-Employed,PhD,49164.84,690.3094296,Southwest,Joint,Delivery was late by 3 days affecting my schedule,5.8,1,App,Premium,1
ID_0151,28,Unemployed,Associate,80155.97,711.7184295,Midwest,Savings,Billing setbacks caused frustration,25.3,0,Text,Basic,0
ID_0152,35,Self-Employed,Master,14857.02,723.9288515,Midwest,Joint,,46,2,Email,Basic,0
ID_0153,50,Freelancer,Associate,95180.52,613.5632953,Northeast,Savings,Billing difficulties caused frustration,19.5,0,Email,Enterprise,0
ID_0154,35,Freelancer,Master,16790.96,742.9084057,Midwest,Joint,Website layout needs improvement,12,1,Phone,Enterprise,1
ID_0155,28,Unemployed,Bachelor,100640.46,671.0139388,Northeast,Checking,Technical support was delayed causing inconvenience,30.4,0,Phone,Premium,0
ID_0156,28,Unemployed,Bachelor,22171.66,662.3333798,Southwest,Joint,Product grade outdid anticipations,42,0,Text,Enterprise,1
ID_0157,61,,Bachelor,10629.64,635.6327826,West Coast,Joint,Website layout needs improvement,40.2,0,Email,Basic,1
ID_0158,42,Unemployed,Bachelor,15356.47,630.3053751,Midwest,,Website navigation needs improvement,19.6,2,Email,Basic,0
ID_0159,42,Self-Employed,High School,169.5,652.2276248,Midwest,Joint,Product value beat anticipations,55.9,1,Phone,Basic,1
ID_0160,35,Self-Employed,High School,107820.33,684.5489521,Midwest,Checking,Technical support was unavailable,4.9,1,Phone,Basic,0
ID_0161,50,Freelancer,PhD,112052.6,817.6629569,Southwest,Checking,Loyalty program privileges are profitable,32.9,0,Email,Basic,1
ID_0162,42,Salaried,Associate,61494.86,693.7060162,Northeast,Joint,Billing setbacks caused frustration,52.8,2,Email,Basic,1
ID_0163,61,Self-Employed,Master,14958.05,728.8875053,Southwest,Joint,,27.8,1,Phone,Premium,0
ID_0164,35,Unemployed,Master,7416.46,740.0240693,West Coast,Checking,Billing problems caused frustration requiring immediate attention,18.7,0,Phone,Premium,0
ID_0165,35,Salaried,High School,1641.71,726.5532593,Southwest,Savings,Loyalty program privileges are profitable,23.3,0,Email,Premium,1
ID_0166,61,Salaried,Master,15403.7,716.127827,West Coast,,Technical support was unavailable,20.6,2,Email,Basic,0
ID_0167,50,Self-Employed,High School,188282.05,660.2353118,Midwest,Checking,Delivery was pushed back by 3 days,31,0,Text,Basic,0
ID_0168,61,Self-Employed,PhD,23499.19,792.5463774,West Coast,Joint,Loyalty program perks are useful,24.8,0,App,Basic,0
ID_0169,50,Salaried,Associate,37176.95,810.3598322,West Coast,Joint,Product grade transcended anticipations,5.7,1,Email,Premium,0
ID_0170,61,,PhD,9462,635.8670653,Northeast,Checking,Billing concerns caused frustration,25.2,0,Email,Basic,1
ID_0171,61,Freelancer,Bachelor,21376.93,668.7985705,West Coast,Savings,Product value beat anticipations,36.5,2,App,Basic,0
ID_0172,28,Unemployed,Bachelor,62250.18,706.0094829,West Coast,Checking,Product standard transcended forecasts,9,0,Email,Basic,0
ID_0173,35,Freelancer,Bachelor,79548.33,671.7731103,Southwest,Checking,Product value outstripped anticipations,18.6,0,Phone,Premium,0
ID_0174,61,Self-Employed,PhD,23927.86,745.2982777,Midwest,Savings,Loyalty program advantages are useful,35.4,2,Phone,Premium,1
ID_0175,61,Freelancer,Master,5054.59,683.5863899,Southwest,Checking,Delivery was pushed back by 3 days,32,0,Email,Premium,0
ID_0176,42,Freelancer,Associate,42159.23,828.2528034,Southwest,Checking,Technical support was delayed affecting my schedule,17.9,0,Phone,Basic,1
ID_0177,35,Freelancer,Bachelor,22681.28,779.5274297,Midwest,Joint,Loyalty program perks are profitable,29.6,3,Phone,Basic,0
ID_0178,42,Freelancer,Bachelor,21070.62,730.6287015,Midwest,Savings,Return process was convoluted,17.7,1,Phone,Basic,1
ID_0179,35,Unemployed,Bachelor,273313.4,771.3493132,West Coast,Joint,Loyalty program perks are beneficial,25.7,1,Email,Basic,0
ID_0180,42,Unemployed,Associate,81421.12,775.2950212,West Coast,Joint,Product caliber outstripped anticipations,26.5,0,App,Basic,0
ID_0181,61,Salaried,Bachelor,69182.45,691.8026256,Northeast,Savings,Return process was confusing,62.4,0,Email,Basic,0
ID_0182,61,Self-Employed,Associate,45684.89,679.1891378,Southwest,Savings,Product grade outdid hopes,18.2,0,Phone,Basic,1
ID_0183,28,Freelancer,Bachelor,47622.83,723.9071531,Midwest,Checking,Product value beat anticipations,14.1,1,Text,Basic,1
ID_0184,42,Salaried,PhD,66172.34,763.0818062,West Coast,Joint,Delivery was postponed by 3 days,30.5,1,Email,Basic,0
ID_0185,50,Salaried,PhD,101332.11,726.9530199,Midwest,Savings,Product grade surpassed projections,33.8,2,Phone,Premium,1
ID_0186,28,Salaried,Associate,102947.93,641.1501759,West Coast,Joint,Product grade beat projections,25.8,1,App,Enterprise,1
ID_0187,42,Unemployed,PhD,16011.66,679.8587778,Northeast,Joint,Return process was overly complex,35.1,0,Email,Premium,0
ID_0188,42,Freelancer,Associate,58936.68,716.3013568,Northeast,Savings,Highly recommend this service,21.6,0,Email,Basic,0
ID_0189,28,Freelancer,,45131.35,716.2167198,Midwest,Checking,Technical support was delayed causing inconvenience,34.6,2,App,Basic,0
ID_0190,61,Self-Employed,PhD,173764.03,818.6271088,Northeast,Joint,Technical support was delayed causing inconvenience,,1,Email,Premium,0
ID_0191,42,Freelancer,Associate,84838.04,650.7006029,Midwest,Savings,Product caliber outstripped anticipations,23,1,Email,Basic,1
ID_0192,61,Freelancer,Master,64630.99,745.2794621,West Coast,Checking,Highly recommend this service without hesitation,47.7,1,App,Premium,1
ID_0193,28,Salaried,PhD,10422.16,794.4556554,Southwest,Joint,Return process was problematic,58,0,Text,Basic,1
ID_0194,61,Self-Employed,Bachelor,79091.29,833.5724873,Northeast,Savings,Loyalty program perks are useful,22.9,0,App,Enterprise,0
ID_0195,35,Freelancer,Master,10596.19,699.7801288,West Coast,Joint,Technical support was delayed affecting my schedule,6.5,1,Email,Premium,0
ID_0196,50,Unemployed,Associate,34959.81,744.5714726,Southwest,Savings,Product caliber outstripped anticipations,9.3,1,Email,Premium,1
ID_0197,42,Freelancer,Master,13101.3,748.4880179,Southwest,Savings,Product grade surpassed projections,31.8,1,Email,Premium,1
ID_0198,50,Salaried,High School,100121.04,729.7740866,Southwest,Joint,Technical support was unavailable,37.4,0,Phone,Basic,1
ID_0199,61,Unemployed,High School,19634.1,715.0577399,West Coast,Joint,Competitive pricing compared to others,14.6,0,Phone,Basic,1
ID_0200,42,Salaried,PhD,42274.68,741.7987695,West Coast,Savings,Return process was difficult,48.2,2,Email,Basic,1
ID_0201,61,Freelancer,PhD,192120.58,593.3876957,Midwest,Checking,Highly recommend this service without hesitation,23,0,Email,Basic,0
ID_0202,35,Unemployed,Bachelor,19427.06,754.1034745,Southwest,Joint,Loyalty program incentives are advantageous,54.3,1,Phone,Basic,0
ID_0203,28,Self-Employed,Master,60254.84,726.3088952,Southwest,Savings,Highly recommend this service without hesitation,30.5,1,Phone,Basic,1
ID_0204,42,Self-Employed,High School,46195.14,708.8762552,Southwest,Savings,Excellent customer service experience,51.3,1,Email,Premium,1
ID_0205,35,Unemployed,PhD,1554.67,822.3431098,Midwest,Checking,Website layout needs improvement,11.5,2,App,Basic,0
ID_0206,35,Unemployed,Master,133778.83,686.2532991,Southwest,Checking,Billing challenges caused frustration,31.8,0,Email,Basic,0
ID_0207,42,Salaried,PhD,6081.35,699.8462005,West Coast,Checking,Loyalty program perks are useful,35.2,1,Phone,Basic,1
ID_0208,61,Unemployed,PhD,54649.82,819.5776651,Southwest,Joint,Product grade transcended forecasts,56.2,2,Text,Basic,0
ID_0209,35,Salaried,High School,69914.48,,Northeast,Savings,Billing difficulties caused frustration,31.6,0,Phone,Basic,0
ID_0210,50,Freelancer,High School,84150.72,692.4942359,West Coast,Savings,,14.2,0,Email,Enterprise,0
ID_0211,35,Salaried,PhD,99176.18,712.6487288,Midwest,Savings,Loyalty program privileges are advantageous,12,0,Email,Basic,1
ID_0212,61,Unemployed,Associate,24824.66,762.0367241,Southwest,Checking,Loyalty program perks are useful,38.8,0,Text,Basic,1
