Legacy_Customer_ID,Age,Employment_Type,Education_Level,Annual_Income($),Credit_Score,Region,Account_Type,Customer_Feedback,CLV_Score,Complaint_Count,Contact_Preference,Subscription_Tier,Target
nan,50,Self-Employed,High School,9282.89,677.9593599,Southwest,Checking,Loyalty program advantages are worthwhile,35.7,2,Phone,Enterprise,0
nan,50,Salaried,,27891.06,716.4583046,Southwest,Joint,Loyalty program incentives are beneficial,58.2,0,Email,Basic,0
nan,28,Freelancer,,65556.15,617.2150113,Northeast,Savings,Return process was difficult,45.1,0,Email,Basic,1
nan,,nan,High School,101853.7,727.2503159,West Coast,Joint,Loyalty program incentives are useful,17.4,0,Email,Basic,0
nan,61,Salaried,Master,84657.97,778.7720322,Northeast,Checking,Delivery was held up by 3 days,,1,Phone,Enterprise,0
nan,61,nan,,241499.57,648.7627045,Southwest,Savings,Loyalty program advantages are profitable,35.3,0,Phone,Basic,1
nan,50,Freelancer,High School,134956.21,744.1714115,Southwest,Checking,Website navigation needs improvement,44.8,0,Email,Basic,1
nan,35,Unemployed,Master,69220.51,689.4492824,West Coast,Checking,Loyalty program privileges are worthwhile,19.3,0,Email,Basic,1
nan,61,Salaried,,20541.73,760.1250577,Midwest,Savings,Loyalty program advantages are profitable,6.4,1,Email,Basic,0
ID_XXXX,35,Self-Employed,High School,50951.36,727.9323726,Southwest,Savings,Loyalty program privileges are profitable,24.9,1,Phone,Basic,0
nan,42,Unemployed,PhD,100483.04,740.2352056,Northeast,Savings,Technical support was unavailable,27,2,Email,Premium,1
ID_XXXX,28,Self-Employed,High School,154693.67,723.2411949,Southwest,Joint,Delivery was postponed by 3 days,11.1,0,Text,Basic,0
nan,,Self-Employed,,273045.76,786.4165903,Southwest,Joint,Delivery was deferred by 3 days,43.3,0,Email,Enterprise,0
nan,28,Salaried,Master,79051.4,737.3705239,Midwest,Savings,Product standard transcended predictions,16.9,0,Phone,Basic,0
nan,35,Salaried,Master,63621.6,684.7288143,West Coast,Savings,Website UI/UX needs improvement,27.5,1,Email,Premium,0
nan,42,Freelancer,High School,1517.28,,Southwest,Joint,Website navigation needs improvement,,0,Email,Basic,1
nan,50,Freelancer,High School,6360.58,701.5559479,Midwest,Savings,Highly recommend this service to colleagues,18.5,0,Email,Premium,0
nan,50,Self-Employed,PhD,14426.81,728.1199953,Midwest,Checking,Loyalty program incentives are beneficial,52.7,0,Phone,Enterprise,1
nan,35,Salaried,Associate,4786.89,699.0115144,Southwest,Savings,Return process was problematic,39,0,Email,Enterprise,0
nan,28,Self-Employed,High School,43542.56,686.1594632,Southwest,Joint,Delivery was late by 3 days,12.4,2,Email,Premium,0
nan,50,Salaried,Bachelor,34917.75,729.9636106,West Coast,Savings,Return process was problematic that needs resolution,21.7,0,Email,Enterprise,0
nan,,Self-Employed,nan,86217.93,722.7894814,Northeast,Savings,Website user experience needs improvement,15.3,1,Email,Premium,0
nan,61,Unemployed,High School,65207.69,,Northeast,Checking,Loyalty program incentives are useful,14.8,1,App,Enterprise,1
nan,42,Freelancer,Master,77032.78,699.252206,West Coast,Savings,Delivery was pushed back by 3 days,31.6,0,Email,Premium,1
nan,,Salaried,Bachelor,54282.34,620.9573076,Midwest,Joint,Delivery was late by 3 days affecting my schedule,34.1,1,App,Basic,1
nan,42,Unemployed,,27656.12,701.8064601,Midwest,Joint,Loyalty program privileges are worthwhile,27.1,0,Phone,Basic,1
nan,42,Self-Employed,Master,259581.32,638.6784621,West Coast,Checking,Loyalty program incentives are advantageous,37.1,0,Text,Basic,0
nan,42,Freelancer,nan,7681.66,740.7835987,Northeast,Checking,Website user experience needs improvement,26,0,Email,Basic,1
nan,42,Salaried,High School,237583.17,636.3051036,Midwest,Joint,Highly recommend this service,35.1,1,Email,Basic,0
nan,50,Freelancer,High School,31693.06,670.5814469,Northeast,Savings,Product caliber surpassed hopes,20.2,1,Email,Basic,0
nan,42,Salaried,nan,61097.68,,Midwest,Joint,Website navigation needs improvement,42.1,1,Phone,Basic,0
nan,35,Self-Employed,Bachelor,9794.88,797.1975302,Northeast,Checking,Technical support was delayed affecting my schedule,,0,App,Basic,0
ID_XXXX,35,Salaried,Associate,6253.65,666.3554942,West Coast,Joint,Loyalty program incentives are beneficial,26.5,0,Email,Basic,0
ID_XXXX,28,Salaried,Bachelor,47712.35,720.6202492,Northeast,Checking,Product standard transcended forecasts,33,0,Phone,Enterprise,0
nan,42,Salaried,Master,115057.99,,Midwest,Joint,Delivery was late by 3 days,13.4,0,Phone,Premium,1
nan,35,Salaried,,26676.48,794.2030277,Midwest,Savings,Loyalty program advantages are profitable,20.2,0,Phone,Enterprise,0
nan,28,Salaried,nan,70238.13,758.8897376,Midwest,Savings,Billing setbacks caused frustration,16.5,2,Email,Premium,0
nan,50,Freelancer,Associate,27763.66,774.6953476,Southwest,Checking,Loyalty program incentives are advantageous,12,0,Email,Premium,0
nan,50,Salaried,High School,41822.14,763.2153529,Southwest,Savings,Return process was overly complex,58.4,4,Email,Basic,0
nan,50,Freelancer,Bachelor,201383.69,659.5438514,Midwest,Checking,Competitive pricing compared to others,29.2,0,Email,Basic,1
ID_XXXX,42,Salaried,Associate,164630.46,,West Coast,Savings,Product caliber outdid anticipations,60.2,1,Email,Basic,0
nan,61,nan,Bachelor,61685.06,762.4330476,Midwest,Joint,Delivery was pushed back by 3 days,14.5,0,Email,Premium,1
nan,,nan,Associate,23115.52,672.1749855,West Coast,Savings,Billing difficulties caused frustration,30.9,0,Email,Basic,1
nan,61,Salaried,High School,18246.06,691.0120062,Midwest,Joint,Loyalty program advantages are worthwhile,19.3,2,Phone,Basic,0
nan,50,Freelancer,Associate,261886.25,679.8403852,Midwest,Checking,Delivery was postponed by 3 days,13.4,0,App,Basic,0
nan,35,Salaried,Bachelor,19256.33,758.6311493,West Coast,Savings,Product grade beat anticipations,23.2,1,App,Basic,1
ID_XXXX,,nan,Master,140346.64,716.535944,Northeast,Savings,Delivery was late by 3 days affecting my schedule,28,1,Email,Basic,1
nan,35,Self-Employed,Associate,39134.19,703.9577053,Southwest,Joint,Loyalty program perks are worthwhile,72.7,1,Email,Premium,1
nan,35,Salaried,High School,360798.8,655.9165042,Midwest,Checking,Excellent customer service experience,29.5,1,App,Premium,1
nan,42,Salaried,Associate,39024.55,716.6302873,West Coast,Savings,Technical support was delayed causing inconvenience,53.7,1,Email,Basic,0
nan,28,Salaried,Master,36815.11,,West Coast,Checking,Highly recommend this service to colleagues,42.5,1,App,Basic,0
nan,,Salaried,Associate,86243.59,732.1669783,Southwest,Checking,Return process was convoluted,5.4,1,Phone,Basic,0
nan,42,Freelancer,,276890.36,662.8516401,Southwest,Savings,Product grade surpassed hopes,40.7,1,Text,Basic,1
nan,42,Self-Employed,,317770.24,728.895313,Northeast,Joint,Product caliber surpassed hopes,41.6,2,Email,Basic,1
nan,50,Salaried,High School,104404.35,698.0524615,Midwest,Checking,Return process was problematic that needs resolution,64.8,0,Phone,Premium,0
nan,42,Salaried,Master,119415.79,657.5351537,Southwest,Checking,Delivery was late by 3 days affecting my schedule,56.1,1,Phone,Premium,0
nan,28,Salaried,High School,70443.14,653.6357981,Northeast,Savings,Excellent customer service experience,25.5,1,Email,Basic,0
nan,50,Salaried,Bachelor,119821.81,661.1489806,Midwest,Checking,Return process was convoluted,20,4,Phone,Premium,0
nan,50,Unemployed,High School,166985.92,709.6800471,Midwest,Savings,Billing setbacks caused frustration,27.6,0,Email,Basic,1
nan,42,Salaried,High School,56585.98,726.0497717,West Coast,Checking,Technical support was negligent,39.3,0,Email,Enterprise,1
nan,50,Self-Employed,Bachelor,82213.84,733.4911816,Southwest,Joint,Loyalty program privileges are profitable,15.7,0,Text,Premium,1
nan,35,Salaried,Associate,65510.56,735.3776459,Northeast,Joint,Return process was difficult,50.7,0,Phone,Basic,0
nan,35,Salaried,,70261.97,682.073837,Northeast,Joint,Product grade beat anticipations,60.4,0,Email,Premium,0
nan,28,Freelancer,Master,187655.4,772.9201454,West Coast,Joint,Technical support was ignoring,9.3,1,Email,Basic,1
nan,35,Self-Employed,Master,37354.25,,Northeast,Savings,Website design needs improvement,17.9,0,Email,Premium,1
nan,61,Self-Employed,Associate,19841.23,742.507488,Northeast,Savings,Billing problems caused frustration requiring immediate attention,6.3,2,Email,Basic,0
nan,61,Self-Employed,Bachelor,51792.29,711.7922283,Midwest,Savings,Loyalty program privileges are profitable,16.7,0,Email,Basic,1
nan,35,Self-Employed,Bachelor,19830.62,738.7810616,Southwest,Savings,Technical support was ignoring,35.2,0,Phone,Basic,0
nan,42,Salaried,Associate,58646.02,709.2835967,West Coast,Savings,Loyalty program incentives are advantageous,20.2,0,Phone,Basic,0
nan,50,Self-Employed,,198755.18,739.6817438,Southwest,Joint,Delivery was held up by 3 days,29.8,1,Email,Premium,0
nan,35,Freelancer,nan,81672.49,,Northeast,Checking,Loyalty program privileges are profitable,3.9,3,Email,Premium,0
nan,28,Salaried,,164390.95,760.6920285,Northeast,Checking,Highly recommend this service without hesitation,15,0,Email,Basic,0
nan,,Self-Employed,nan,15448.82,679.0657478,Northeast,Joint,Billing setbacks caused frustration,8.3,0,Email,Basic,0
nan,50,Salaried,High School,196465.55,631.5054332,Southwest,Joint,Website user experience needs improvement,8.5,2,Phone,Basic,1
nan,,Salaried,Associate,78265.34,671.332129,West Coast,Savings,Loyalty program advantages are worthwhile,34.1,1,Text,Basic,0
nan,35,Self-Employed,High School,2743.38,773.4459208,West Coast,Savings,Loyalty program incentives are advantageous,28.8,0,Text,Basic,0
nan,50,Unemployed,,85231,712.272059,Midwest,Checking,Billing problems caused frustration requiring immediate attention,41.2,2,Email,Enterprise,1
nan,35,Unemployed,High School,257045.88,724.6031148,West Coast,Checking,Website UI/UX needs improvement,36.8,0,Email,Premium,0
nan,35,Salaried,PhD,7010.51,667.3181693,Midwest,Savings,Product standard transcended predictions,40.9,0,Phone,Basic,0
nan,42,Self-Employed,,74236.08,723.2776863,Northeast,Savings,Return process was problematic that needs resolution,14.7,0,Email,Enterprise,1
nan,35,Self-Employed,Bachelor,210013.8,668.8593678,West Coast,Joint,Technical support was negligent,40.7,0,Email,Premium,0
ID_XXXX,28,Salaried,Associate,828.11,676.2109362,Midwest,Savings,Loyalty program advantages are profitable,19,0,Phone,Basic,0
ID_XXXX,35,Freelancer,nan,84721.43,699.8758159,Midwest,Joint,Billing problems caused frustration requiring immediate attention,46.2,0,Phone,Basic,0
nan,28,Freelancer,Master,54754.53,742.2548629,Southwest,Savings,Product standard transcended predictions,46.1,0,Email,Basic,0
nan,50,nan,Associate,36223.75,747.592379,Northeast,Checking,Loyalty program incentives are advantageous,18.5,0,Email,Basic,1
nan,42,Salaried,Master,83947.38,748.9522449,West Coast,Joint,Loyalty program privileges are profitable,38.9,1,App,Premium,1
nan,28,Salaried,Bachelor,4602.04,640.5957942,West Coast,Checking,Product caliber surpassed hopes,38,0,Phone,Premium,1
nan,28,Unemployed,,118882.89,719.666775,West Coast,Joint,Website design needs improvement,8.9,0,Text,Basic,1
nan,28,Freelancer,Associate,381.61,710.1609083,Midwest,Joint,Product caliber transcended predictions,12.4,0,App,Basic,1
nan,50,Unemployed,Associate,31163.77,643.3908792,West Coast,Checking,Return process was difficult,,0,Text,Basic,0
nan,28,Salaried,High School,59593.16,720.7991883,West Coast,Checking,Loyalty program privileges are profitable,31.8,0,App,Basic,1
nan,50,Self-Employed,Associate,40225.78,707.4786391,West Coast,Savings,Excellent customer service experience,14.6,0,Phone,Basic,0
nan,28,Self-Employed,,31230.04,745.5762836,Northeast,Joint,Website layout needs improvement,6.9,0,Email,Enterprise,1
ID_XXXX,35,Salaried,nan,151034.93,724.0623538,Northeast,Savings,Delivery was held up by 3 days,29.5,4,Email,Basic,1
nan,61,Self-Employed,nan,232117.62,,Midwest,Joint,Return process was confusing,37.8,2,Email,Enterprise,0
nan,50,Freelancer,Bachelor,175881.63,766.2881225,Southwest,Savings,Delivery was pushed back by 3 days,12.8,1,Email,Premium,0
ID_XXXX,28,Salaried,Bachelor,62819.02,608.938325,West Coast,Checking,Delivery was held up by 3 days,,0,Email,Premium,0
nan,61,Salaried,,183224.42,716.7867436,West Coast,Checking,Return process was confusing,30.6,0,Text,Premium,0
nan,42,Freelancer,Bachelor,215607.31,631.8374534,Midwest,Savings,Competitive pricing compared to others,39.3,0,Email,Basic,1
nan,61,Self-Employed,High School,44739.13,674.3903364,West Coast,Checking,Return process was problematic,52.5,3,Phone,Premium,1
nan,50,Unemployed,High School,28330.63,746.2406852,Southwest,Savings,Technical support was delayed causing inconvenience,7.1,2,App,Basic,0
nan,50,Salaried,Bachelor,8791.96,656.290126,Midwest,Joint,Website design needs improvement,26.3,1,Email,Enterprise,0
nan,,Salaried,Associate,55435.44,,Northeast,Joint,Technical support was unavailable,18.8,0,Email,Premium,0
nan,35,nan,High School,248564.22,839.0972492,Southwest,Checking,Highly recommend this service without hesitation,2,1,Text,Enterprise,0
nan,50,nan,Master,69958.85,652.0355474,West Coast,Checking,Billing problems caused frustration requiring immediate attention,66.8,0,Email,Enterprise,0
nan,42,Salaried,Associate,93610.69,802.5260452,Southwest,Checking,Technical support was unavailable,11.8,2,Email,Basic,0
ID_XXXX,28,Freelancer,High School,10181.24,711.3898918,Northeast,Joint,Loyalty program incentives are useful,22.4,1,Email,Enterprise,1
nan,28,Salaried,High School,13168.53,693.7585439,Midwest,Savings,Billing concerns caused frustration,13.5,0,Email,Basic,0
nan,28,Salaried,High School,53082.88,748.3393195,Southwest,Checking,Loyalty program privileges are profitable,17.1,1,Phone,Premium,0
nan,50,Salaried,High School,256815.06,786.8297038,Midwest,Savings,Delivery was pushed back by 3 days,,0,Phone,Premium,1
nan,42,Salaried,Master,38038.68,662.6966029,Midwest,Checking,Loyalty program advantages are worthwhile,23.3,2,Email,Basic,0
ID_XXXX,42,Unemployed,,178458.69,694.4875105,West Coast,Checking,Loyalty program advantages are profitable,48.7,3,Phone,Basic,1
nan,28,Freelancer,Master,10893.72,762.3434867,West Coast,Checking,Technical support was ignoring,29.4,0,Email,Premium,1
nan,42,nan,High School,81580.04,734.3997156,Midwest,Savings,Loyalty program incentives are useful,10.7,0,Email,Basic,0
nan,,Freelancer,Associate,78015.07,775.0958915,Northeast,Savings,Technical support was delayed causing inconvenience,48.8,0,Phone,Basic,0
nan,35,Self-Employed,Bachelor,167043.58,745.7555977,Midwest,Savings,Return process was difficult,71.1,3,Phone,Basic,0
nan,50,Freelancer,Bachelor,282.39,810.4112005,Northeast,Joint,Website user experience needs improvement,39,2,Email,Premium,0
nan,50,nan,Bachelor,17904.12,728.9294299,Southwest,Joint,Billing problems caused frustration requiring immediate attention,54,3,Phone,Premium,0
nan,50,Freelancer,nan,21085.18,731.0905574,Midwest,Joint,Return process was overly complex,10.4,0,Text,Basic,1
nan,42,Freelancer,High School,254579.61,736.0860686,Southwest,Savings,Delivery was late by 3 days affecting my schedule,,2,App,Basic,0
nan,61,nan,Associate,14184.28,712.8755574,Midwest,Joint,Technical support was unavailable,19.7,0,Phone,Premium,0
nan,35,Salaried,,3201.34,762.4043579,Southwest,Checking,Highly recommend this service without hesitation,4.5,1,Email,Basic,0
nan,61,Freelancer,High School,64987.64,731.8520612,Northeast,Savings,Website layout needs improvement,9.8,1,Phone,Basic,1
nan,35,Unemployed,High School,63916.62,759.4090005,Southwest,Checking,Highly recommend this service without hesitation,56.5,0,Email,Basic,0
ID_XXXX,35,nan,High School,157947.03,767.2249927,Southwest,Checking,Technical support was unavailable,43.6,0,Email,Enterprise,0
nan,28,Salaried,Bachelor,252720.42,741.4227341,West Coast,Savings,Product caliber transcended predictions,41.3,0,Text,Basic,0
nan,50,Self-Employed,High School,65736.59,745.0858162,Midwest,Checking,Highly recommend this service without hesitation,48.7,1,App,Premium,1
nan,42,Freelancer,High School,226030.04,669.4835106,Midwest,Savings,Product standard transcended predictions,20.4,0,Email,Basic,0
nan,35,Salaried,Associate,109782.86,692.4823206,Midwest,Joint,Product caliber outdid anticipations,7.4,1,Email,Premium,1
nan,35,Freelancer,Bachelor,26119.24,762.1691726,Midwest,Savings,Delivery was late by 3 days affecting my schedule,6,1,Phone,Basic,1
nan,,Salaried,High School,224140.71,791.1815591,West Coast,Savings,Delivery was pushed back by 3 days,,0,App,Basic,0
nan,61,Salaried,Associate,93580.29,622.9784887,Northeast,Checking,Excellent customer service experience,28.3,0,Phone,Premium,1
nan,42,Self-Employed,Bachelor,45440.93,691.6068426,Southwest,Checking,Website design needs improvement,26.4,0,Text,Premium,0
nan,50,Self-Employed,,96916.24,721.1810301,Southwest,Checking,Loyalty program perks are worthwhile,9.3,2,App,Basic,1
nan,42,Self-Employed,Bachelor,43606.37,676.0362769,Northeast,Checking,Loyalty program advantages are profitable,21,0,Phone,Basic,1
nan,35,Self-Employed,Master,10305.89,678.8740178,Southwest,Checking,Delivery was postponed by 3 days,26,1,Phone,Basic,0
nan,,Salaried,Associate,107892.62,743.7459937,West Coast,Checking,Billing problems caused frustration requiring immediate attention,17.3,1,Phone,Basic,0
ID_XXXX,28,Salaried,High School,147710.38,799.0687985,Midwest,Checking,Billing challenges caused frustration,7.1,0,Phone,Basic,1
nan,42,Salaried,Associate,110918.33,618.4088222,Midwest,Checking,Highly recommend this service to colleagues,23.8,1,Phone,Premium,0
nan,35,Salaried,Master,22118.33,711.4761926,West Coast,Checking,Technical support was ignoring,18,1,Phone,Basic,0
nan,42,Self-Employed,Associate,266738.75,743.1640171,Midwest,Savings,Loyalty program incentives are advantageous,19.8,0,Phone,Basic,0
nan,42,Freelancer,,2174.21,759.0106986,Southwest,Checking,Delivery was pushed back by 3 days,17.7,0,Phone,Premium,0
nan,42,Salaried,nan,34381.95,735.9563672,Northeast,Checking,Product excellence surpassed forecasts,18,0,Phone,Enterprise,1
nan,28,Salaried,High School,25604.55,808.0701275,Northeast,Savings,Loyalty program privileges are worthwhile,,0,Email,Enterprise,0
nan,42,Freelancer,High School,4192.44,721.4453297,Southwest,Joint,Product grade surpassed hopes,68.6,2,Phone,Premium,0
nan,35,Salaried,High School,44235.79,785.5996395,Northeast,Joint,Product caliber outdid anticipations,37.6,0,Email,Basic,0
nan,28,nan,,82944.25,687.6816165,Northeast,Savings,Technical support was negligent,35.8,1,Email,Basic,1
nan,28,Freelancer,High School,182050.19,722.8991473,Midwest,Joint,Loyalty program advantages are worthwhile,23.8,1,Text,Premium,0
nan,50,Salaried,PhD,388842.14,659.3642462,Southwest,Checking,Highly recommend this service to colleagues,57.6,1,Email,Basic,1
nan,42,Salaried,High School,140311.76,765.043222,West Coast,Checking,Website user experience needs improvement,14.2,0,Phone,Basic,0
nan,50,Self-Employed,Associate,53753.3,713.9778569,Northeast,Checking,Technical support was ignoring,14.9,1,Phone,Enterprise,1
ID_XXXX,50,Salaried,High School,109334.15,737.8910531,Southwest,Joint,Loyalty program advantages are worthwhile,48.2,2,Phone,Basic,0
nan,50,Salaried,nan,157716.7,704.3315684,West Coast,Savings,Loyalty program incentives are beneficial,45.9,1,Email,Premium,0
nan,42,Salaried,Bachelor,53215.35,,West Coast,Checking,Loyalty program incentives are advantageous,55.7,0,Email,Basic,0
nan,35,Freelancer,,130676.49,739.8716987,Midwest,Savings,Highly recommend this service,29.9,1,Email,Basic,1
ID_XXXX,35,Self-Employed,nan,56018.43,670.2674285,Midwest,Savings,Loyalty program incentives are beneficial,13.2,0,Email,Basic,1
nan,50,Salaried,Associate,41528.32,673.1616284,Northeast,Checking,Website layout needs improvement,19.7,1,Email,Basic,0
ID_XXXX,42,Freelancer,High School,63472.87,718.6115635,Southwest,Savings,Website UI/UX needs improvement,8.5,0,Phone,Enterprise,1
nan,61,Self-Employed,High School,95757.9,752.9786979,Southwest,Savings,Website UI/UX needs improvement,46.5,0,Email,Basic,1
nan,61,Self-Employed,High School,110317.38,813.1447777,Midwest,Checking,Technical support was unavailable,24.6,0,App,Premium,0
ID_XXXX,28,Salaried,Master,37502.04,735.1495428,Midwest,Savings,Delivery was postponed by 3 days,36.1,4,Phone,Premium,0
nan,28,Self-Employed,High School,71998.84,770.3765701,Midwest,Joint,Technical support was negligent,43.5,1,Phone,Premium,0
nan,50,nan,,204553.51,639.3574533,Northeast,Checking,Product grade beat anticipations,34.3,0,Phone,Premium,0
nan,35,Salaried,Bachelor,318140.1,820.6477925,Southwest,Checking,Product grade beat anticipations,12.4,2,Email,Basic,1
nan,28,Salaried,Bachelor,21912.76,750.2843106,Northeast,Checking,Website UI/UX needs improvement,19.7,0,Email,Premium,1
ID_XXXX,61,Salaried,Bachelor,18208.91,717.5197744,Southwest,Checking,Return process was convoluted,4.7,3,Text,Premium,1
nan,35,Salaried,,95976.06,711.7651976,Midwest,Checking,Return process was confusing,6.3,1,Phone,Premium,0
nan,,Salaried,Master,45526.27,664.6400101,Northeast,Checking,Highly recommend this service,23.7,0,Phone,Basic,0
nan,50,Unemployed,Bachelor,2084.24,678.9356602,West Coast,Checking,Return process was problematic that needs resolution,32.1,1,App,Basic,1
nan,50,nan,High School,36207.16,815.5217816,Northeast,Joint,Delivery was postponed by 3 days,54.2,1,Phone,Premium,1
nan,35,Salaried,Master,139718.19,670.5497781,Northeast,Savings,Highly recommend this service to colleagues,31.2,2,Email,Basic,1
nan,35,Self-Employed,nan,135715.64,669.5866121,West Coast,Joint,Website UI/UX needs improvement,36.6,0,Email,Basic,1
nan,42,Freelancer,High School,58018.75,684.8889757,West Coast,Savings,Website layout needs improvement,7.4,0,Email,Basic,1
ID_XXXX,28,Self-Employed,Associate,54379.1,660.0909624,Midwest,Checking,Product caliber transcended forecasts,44.4,1,App,Basic,0
nan,35,Self-Employed,Associate,73637.92,720.7653287,West Coast,Joint,Product standard transcended forecasts,22.5,1,Email,Basic,0
nan,35,Salaried,High School,21053.5,774.4455256,West Coast,Checking,Technical support was delayed affecting my schedule,31.8,1,Email,Basic,1
ID_XXXX,28,Self-Employed,PhD,63464.4,689.4753837,Northeast,Savings,Delivery was held up by 3 days,48.2,1,Text,Basic,1
nan,35,Self-Employed,High School,944.17,651.333786,Northeast,Joint,Delivery was postponed by 3 days,30.1,0,Email,Basic,0
nan,50,Freelancer,Master,54860.99,734.5930657,Midwest,Joint,Loyalty program perks are worthwhile,23.1,1,Email,Basic,0
nan,28,Freelancer,,34811.75,717.2112831,West Coast,Savings,Loyalty program incentives are advantageous,39.3,0,Text,Basic,1
nan,28,Salaried,Bachelor,95499.96,770.1362275,Southwest,Savings,Delivery was pushed back by 3 days,39.3,0,Phone,Premium,0
nan,50,Salaried,High School,86452.51,697.274585,Northeast,Joint,Product caliber transcended predictions,11.7,0,Phone,Basic,0
ID_XXXX,,nan,High School,40747.72,706.992161,Midwest,Joint,Loyalty program advantages are profitable,27.6,1,Email,Basic,0
nan,35,Self-Employed,High School,620.46,712.5234818,Northeast,Joint,Loyalty program privileges are worthwhile,28.5,0,Phone,Basic,1
nan,28,Unemployed,High School,24711.05,724.4502055,Northeast,Savings,Delivery was pushed back by 3 days,42.4,0,Text,Premium,1
nan,42,Salaried,Associate,85284.04,700.3719161,Southwest,Checking,Billing problems caused frustration requiring immediate attention,25.1,2,Phone,Basic,0
nan,,Self-Employed,Master,6385.7,692.2677946,Midwest,Joint,Product caliber transcended forecasts,18.6,0,Phone,Basic,1
nan,50,Self-Employed,Associate,9680.51,627.4811158,Southwest,Savings,Loyalty program incentives are useful,25.1,1,Email,Basic,0
nan,50,Unemployed,Master,88517.85,,Southwest,Joint,Technical support was unavailable,12.7,0,Text,Basic,0
nan,35,Salaried,Associate,119818.91,755.7611634,Midwest,Savings,Excellent customer service experience,4.4,0,Phone,Enterprise,1
nan,42,Salaried,Master,32975.25,762.512276,West Coast,Joint,Loyalty program privileges are profitable,29.5,0,Text,Premium,1
nan,28,Self-Employed,nan,57179.82,696.4443488,Southwest,Savings,Loyalty program privileges are worthwhile,22.6,1,Email,Premium,1
nan,50,Unemployed,High School,247642.43,784.9742999,West Coast,Savings,Return process was overly complex,27.8,0,Phone,Basic,1
nan,50,nan,,247380.11,718.5647964,Northeast,Joint,Product excellence surpassed forecasts,34.4,0,App,Basic,0
nan,,nan,Bachelor,31233.34,653.1076814,Midwest,Savings,Loyalty program advantages are worthwhile,32.8,0,Email,Premium,0
